"artist","song","song_length","session_id","item_in_session"
"India.Arie","Good Man","212.13995","221","9"
"Avril Lavigne","Tomorrow","212.40118","285","7"
"Dwight Yoakam","You're The One","239.3073","177","2"
"BeyoncÃÂ©","Halo","261.74649","221","10"
"Franz Ferdinand","Take Me Out","247.24853","221","11"
"Leggo Beast","Itchy Feet","321.93261","221","12"
"Daft Punk","Aerodynamic (Daft Punk Remix)","369.34485","221","13"
"Interpol","Narc","247.66649","221","14"
"Sl2","On A Ragga Tip","329.89995","221","15"
"Newsboys","It Is You - Live","381.67465","295","0"
"Montgomery Gentry","While You're Still Young","202.50077","221","16"
"10cc","Hotel","300.40771","221","17"
"Booka Shade","shimmer","369.97179","295","1"
"Metallica","Master Of Puppets","515.21261","277","1"
"B.o.B","Nothin' On You [feat. Bruno Mars] (Album Version)","269.63546","221","18"
"John Mayer","Why Georgia","267.38893","295","2"
"The Specials","Ghost Town","218.06975","221","19"
"Ol' Dirty Bastard","Brooklyn Zoo [Explicit Version]","217.49506","221","20"
"Jack Johnson","Bubble Toes","236.72118","221","21"
"Radiohead","You","208.61342","221","22"
"Fall Out Boy","Nobody Puts Baby In The Corner","202.37016","221","23"
"Lily Allen","Not Fair (Clean Radio Edit)","201.1424","221","24"
"Polyphonic Spree","Section Ten","2190.94159","221","25"
"Los Del Rio","Macarena","249.49506","323","1"
"Alliance Ethnik","ReprÃÂ©sente","252.21179","221","26"
"Shinedown","Second Chance (Album Version)","220.39465","346","0"
"Linkin Park","Given Up (Album Version)","189.28281","221","27"
"Poisonblack","Nothing Else ReMayns","234.78812","221","28"
"The Radio Dept.","Your Father","241.76281","221","29"
"Gwen Stefani / Andre 3000","Long Way To Go","274.02404","221","30"
"Shinedown","The Crow & The Butterfly (Album Version)","253.59628","221","31"
"Sunnyland Slim","Slim's Shout","233.97832","221","32"
"Lou Bega","Mambo No. 5 (A Little Bit Of...)","220.13342","221","34"
"Nevermore","Matricide","320.57424","221","35"
"Radiohead","There_ There","323.5522","221","36"
"Band Of Horses","Ode to LRC (Album)","256.522","221","37"
"Evanescence","My Immortal (Album Version)","263.78404","221","38"
"Eminem","Mockingbird","250.8273","221","39"
"Chi-Lites","A Letter To Myself","256.83546","221","40"
"Hombres G","Multiplicados por nueve","131.52608","221","41"
"Jazzanova / Ben Westbeech","I Can See","210.83383","221","42"
"Pleasure P","Let Me (Amended Album Version)","211.56526","221","43"
"MGMT","Time To Pretend","264.17587","221","44"
"Kaoma","Lambada","206.57587","221","45"
"Buena Vista Social Club","Chan Chan (Live)","221.90975","221","46"
"Bullet For My Valentine","Tears Don't Fall","348.39465","221","47"
"Pygmy Lush","Red Room Blues","143.28118","221","48"
"Flight Of The Conchords","Au Revoir (Album Version)","21.68118","221","49"
"Angels and Airwaves","The Gift","302.05342","221","50"
"The Blues Brothers","(I Got Everything I Need) Almost (Live Version)","162.32444","221","51"
"Carlos Santana & Mahavishnu John McLaughlin","A Love Supreme","466.28526","221","53"
"Enya","White Is In The Winter Night (Album)","180.16608","221","54"
"BjÃÂ¶rk","Cover Me","185.46893","221","55"
"Gorillaz","Hong Kong","433.52771","221","56"
"Nana Caymmi","Fim De Caso","174.41914","221","57"
"The Courteeners","Take Over The World","225.48853","221","58"
"The Blues Brothers","Messin' With The Kid (Live Version)","175.80363","221","59"
"William Orbit","Barber's Adagio For Strings (Ferry Corsten Remix)","317.962","221","60"
"Coldplay","Life In Technicolor ii","244.68853","221","61"
"Boards of Canada","84 Pontiac Dream","229.82485","221","62"
"Tom Waits","Sea Of Love","223.26812","221","63"
"Philippe Rochard","Crumpshit","360.51546","221","64"
"The Dream Academy","Life In A Northern Town (LP Version)","259.29098","221","65"
"Pantera","Planet Caravan (Remastered LP Version)","244.50567","221","66"
"John Miles","Music","351.9473","221","67"
"Fastway","Don't Stop The Fight","259.7873","221","68"
"Foo Fighters","Everlong","249.99138","221","69"
"Sascha Funke","Quiet Please","298.97098","221","70"
"Apsci","Never Give Up","153.25995","221","71"
"Electric Light Orchestra","Mr Blue Sky","301.94893","314","0"
"Cute Is What We Aim For","Miss Sobriety (Album Version)","171.28444","221","72"
"Andy Starr","Rockin' Rollin' Stone","170.86649","221","73"
"Underworld","Teardrop","329.53424","314","1"
"The Coral","Liezah","211.93098","221","74"
"Jadakiss","Pain & Torture","189.67465","221","75"
"Chet Baker","Life","264.4371","221","76"
"Alex Ubago","Que pides tu?","249.36444","221","77"
"The Black Keys","240 Years Before Your Time","1400.2673","221","78"
"Camila","Besame","252.29016","299","0"
"Ill NiÃÂ±o","Numb","246.22975","221","79"
"Billy Currington","Ain't What It Used To Be","197.66812","221","80"
"The Killers","Move Away","230.03383","221","81"
"Wordsworth","Right Now (Produced by Ayatollah)","253.1522","221","82"
"Shinedown","Second Chance (Album Version)","220.39465","221","83"
"Ane Brun","Laid In Earth","248.37179","221","84"
"Chris Kenner","I Like It Like That","238.49751","221","85"
"Black Stone Cherry","The Key (Album Version)","266.65751","221","86"
"Foolish Things","Who Can Compare","266.86649","221","87"
"Toto La Momposina","Dame La Mano Juancho","239.90812","221","88"
"The Runaways","I Love Playin'  With Fire","201.16853","221","89"
"Gala","Suddenly","235.44118","221","90"
"Orishas","El Kilo","266.39628","221","91"
"Queen","Nevermore (1994 Digital Remaster)","78.47138","343","0"
"Sondre Lerche","Heartbeat Radio","171.59791","343","1"
"Three Drives","Greece 2000","411.6371","221","92"
"Ottmar Liebert","Festival (Of 7 Lights)","174.54975","221","94"
"Sondre Lerche","Don't Be Shallow","247.19628","221","95"
"Robyn Hitchcock and The Egyptians","The Black Crow Knows","214.22975","221","96"
"The Buggles","Video Killed The Radio Star","198.08608","221","97"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","295.67955","221","98"
"Damian Marley / Nas","Road To Zion","317.30893","221","99"
"Linkin Park","Pushing Me Away (Album Version)","191.45098","221","100"
"Way Out West","Killa","657.73669","221","101"
"Mr. Airplane Man","Lonesome Road","218.30485","221","102"
"Asking Alexandria","Hey There Mr. Brooks (feat. Feat. Shawn Mike of Alesana)","248.99873","221","103"
"The Cat Empire","The Chariot","307.46077","221","104"
"STRATOVARIUS","Twilight Time","350.74567","349","1"
"The Mantles","Don't Lie","226.53342","349","2"
"Tub Ring","Invalid","233.69098","213","0"
"Jack Johnson","Wrong Turn","173.42649","213","1"
"Muse","Supermassive Black Hole (Twilight Soundtrack Version)","209.50159","275","1"
"Beastie Boys","Lighten Up","161.56689","275","2"
"Shakira","Pienso En Ti","145.84118","275","3"
"Selena","Amor Prohibido","172.66893","275","4"
"Kid Cudi Vs Crookers","Day 'N' Nite","162.97751","275","5"
"Rise Against","Black Masks & Gasoline","179.59138","275","6"
"Fall Out Boy","I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You)","211.69587","275","7"
"Jack Johnson","Staple It Together","196.12689","275","8"
"Twista feat. Kayne West & Jamie Foxx","Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version)","212.55791","275","9"
"Train","Hey_ Soul Sister","216.76363","275","10"
"Rihanna","Rehab","293.82485","275","11"
"Man Man","Van Helsing Boombox","222.45832","275","12"
"Ween","The Stallion","276.13995","275","13"
"Charttraxx Karaoke","Fireflies","225.17506","275","14"
"Digitalism","I Want I Want","208.24771","275","15"
"Dispatch","Railway","247.50975","275","16"
"Postal Service","Clark Gable (Album)","294.47791","275","17"
"Patricia Barber","Phaeton","317.83138","275","18"
"Enur","Ucci Ucci feat. Nicki Minaj & The Chopper City Boyz","203.4673","275","19"
"Hybrid","Choke","379.61098","275","20"
"Riverside","Stuck Between","236.2771","275","21"
"Enigma","Smell Of Desire.","272.48281","275","22"
"Arcade Fire","Headlights Look Like Diamonds","267.80689","275","23"
"Spoon","Out Go The Lights","274.36363","275","25"
"The Wannadies","You & Me Song","170.86649","275","26"
"Tricky","Girls (Album version)","261.43302","275","27"
"Tony Rice","Wayfaring Stranger","321.98485","275","28"
"Rasheeda","Sweep The Flo (Featuring Diamond)","212.40118","275","29"
"George Younce","This Old House w/ When The Saints Medley","191.68608","275","30"
"Alex Gopher","Brain Leech","221.6224","275","31"
"Aphex Twin","Didgeridoo","430.18404","275","32"
"Emmanuel Moire","LÃÂ  OÃÂ¹ Je Pars","277.08036","275","33"
"Josh Turner","I Wouldn't Be A Man","212.16608","275","34"
"Carlos Y JosÃÂ©","Soy AlbaÃÂ±il","166.45179","336","0"
"Motionless in White","Ghost In The Mirror","217.57342","288","0"
"Feist","My Moon My Man","184.94649","395","0"
"Postal Service","We Will Become Silhouettes (Album)","300.53832","398","0"
"Stevie Ray Vaughan And Double Trouble","Life Without You","258.82077","398","1"
"AFI","Miseria Cantare--The Beginning","176.48281","166","0"
"Lonnie Gordon","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","181.21098","276","3"
"Harry Connick_ Jr.","My Blue Heaven","197.09342","276","4"
"Andres Calamaro","Crucificame","122.33098","276","5"
"Tub Ring","Invalid","233.69098","276","6"
"Brian Poole & The Tremeloes","I Can Dance","115.66975","142","0"
"War","The World Is A Ghetto","244.03546","142","1"
"Kanye West / Consequence / Cam'Ron","Gone","333.34812","409","0"
"David Banner","Play","232.75057","409","1"
"Kreator","Second awakening","287.9473","271","0"
"Cipher","Protoculture (Sankofa)","311.2224","409","2"
"Daft Punk","Emotion","416.522","409","3"
"Taylor Swift","Love Story","233.89995","66","0"
"The Police","Message In A Bottle","289.2273","409","4"
"JayMay","You'd Rather Run","590.91546","409","5"
"Amy Adams","Happy Working Song","128.62649","331","1"
"Shinedown","Second Chance (Album Version)","220.39465","409","6"
"Amy Winehouse","Some Unholy War","141.24363","331","2"
"T.I. & DJ Drama","Ride Wit Me","245.9424","409","7"
"Gang Starr","Soliloquy Of Chaos (Explicit)","194.2722","362","0"
"Benny Benassi","Who's Your Daddy? ","207.49016","409","8"
"Paramore","When It Rains (Album Version)","215.09179","362","2"
"Metallica","Mama Said","319.73832","409","9"
"A-Ha","Forever Not Yours (Album Version  - NY Mix II)","246.25587","362","3"
"Easy Star All-Stars","Lovely Rita (feat. Bunny Rugs and U Roy)","244.81914","409","10"
"Alter Bridge","Down To My Last","286.35383","362","4"
"O Terco","Mudanca De Tempo","431.20281","409","11"
"Nightwish","Walking In The Air","330.97098","362","5"
"Augustana","Mayfield","196.70159","409","12"
"Anita Ward","Ring My Bell","491.93751","362","6"
"Gaz Nevada","I C Love Affair","390.21669","409","13"
"Flamin' Groovies","Slow Death","299.65016","362","7"
"isis","Carry","406.12526","409","14"
"Five Iron Frenzy","Canada","236.09424","362","11"
"Frankie HI-NRG MC","Pace E Guerra","104.09751","362","12"
"Alliance Ethnik","ReprÃÂ©sente","252.21179","416","0"
"Pavement","Mercy:The Laundromat","99.16036","416","1"
"4 Skins","Clockwork Skinhead","165.51138","416","2"
"Thrice","Wood And Wire","249.46893","416","3"
"Van Halen","Best Of Both Worlds (Remastered Album Version)","289.38404","408","0"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","277.15873","340","0"
"Hot Chip","My Brother Is Watching Me","230.29506","227","0"
"Lasgo","Over You","192.80934","416","4"
"Peter Sellers","She Loves You","142.39302","408","1"
"Alphaville","Big In Japan (Original)","285.43955","363","0"
"Eneida Marta","Mindjer dÃÂ´ce mel","223.55546","416","5"
"Astral Projection","Flying Into a Star","585.42975","227","1"
"Gare du Nord","Marvin & Miles","221.98812","416","6"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","219.66322","416","7"
"The White Stripes","Seven Nation Army","232.61995","416","8"
"Bouncing Souls","East Side Mags","66.01098","108","0"
"Coldplay","The Scientist","311.27465","108","1"
"Kings Of Leon","Revelry","201.79546","416","9"
"Mad Caddies","Backyard","181.81179","416","10"
"Phil Collins","The Way You Look Tonight (Live Version)","239.85587","406","0"
"Parachute","The Mess I Made","230.5824","416","11"
"Escape The Fate","My Apocalypse","283.34975","368","1"
"Booka Shade","Teenage Spaceman","336.45669","416","12"
"Modern Lovers","Modern world","180.27057","368","5"
"Tub Ring","Invalid","233.69098","423","0"
"Black Box","Everybody Everybody","247.03955","416","13"
"Cass Phang","Ye Feng Ling","249.05098","368","6"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","277.15873","416","14"
"Adina Howard","Buttnaked","210.33751","368","7"
"Queens Of The Stone Age","No One Knows","254.77179","416","15"
"Mondo Marcio","Il Solo Rimasto","218.06975","368","8"
"Steve Miller Band","Living In The U.S.A. (1991 Digital Remaster)","242.46812","416","16"
"Lil Wayne / Eminem","Drop The World","229.58975","368","9"
"4hero feat. FACE","Stoke Up The Fire","304.71791","368","10"
"Toby Keith","Whiskey Girl","238.44526","416","17"
"Los Fabulosos Cadillacs","Muy_ Muy Temprano","353.93261","416","18"
"Amon Amarth","Under The Northern Star","257.27955","368","11"
"Markus KrunegÃÂ¥rd","Genom tunna tyger","185.5473","17","0"
"Michael B.","Geh Deinen Weg","197.3024","17","1"
"The Serendipity Singers","Don't Let The Rain Come Down (Crooked Little Man)","163.21261","368","12"
"Sheena Easton","Strut (1993 Digital Remaster)","239.62077","416","19"
"Skillet","Falling Inside The Black (Album Version)","210.02404","368","13"
"The Bevis Frond","Into The Cryptic Mist","265.32526","416","20"
"Kingston Trio","Greenback Dollar","193.07057","368","14"
"The Black Keys","Ten Cent Pistol","269.29587","416","21"
"Jack Johnson","Times Like These","141.87057","368","15"
"Great White","House Of Broken Love","357.14567","368","16"
"Blind Melon","No Rain","217.15546","416","22"
"Aerosmith","Fly Away From Here","301.76608","420","0"
"311","Solar Flare","191.79057","416","23"
"Haloo Helsinki!","Kaaos ei karkaa","223.42485","368","17"
"Dakota Oak","Baker's Blue Jay Yarn","45.63546","416","24"
"Bow Wow feat. Chris Brown and JohntÃÂ¡ Austin","Shortie Like Mine","268.06812","416","25"
"Angus & Julia Stone","Hold On","265.29914","368","18"
"Rammstein","Adios","228.46649","416","26"
"The Avett Brothers","Shame","233.84771","368","19"
"Jose Cid","Madrugada Na Praia Deserta","202.23955","416","27"
"A Perfect Circle","Vanishing","291.52608","368","20"
"Ron Carter","I CAN'T GET STARTED","497.13587","416","28"
"Muse","Do We Need This?","255.08526","416","29"
"The Black Keys","Howlin For You","191.76444","416","30"
"Linkin Park","Bleed It Out (Album Version)","164.41424","341","0"
"Jonny L","Microdaze","401.52771","416","31"
"Dangerdoom","Crosshairs","146.85995","416","32"
"Jack Johnson","Breakdown","212.68853","416","33"
"Foo Fighters","The Pretender","271.38567","416","34"
"Sleater-kinney","Jumpers (Album)","264.4371","416","35"
"Interpol","Pace Is The Trick","276.63628","416","36"
"Leonard Cohen","Dance Me To The End Of Love","365.94893","416","37"
"Art Pepper","Star Eyes","311.90159","392","0"
"Trapt","Headstrong (Album Version)","285.98812","416","38"
"Sidewalk Prophets","You Love Me Anyway (Album)","260.62322","392","1"
"Pearl Jam","Not For You","352.88771","416","39"
"Nach","El Juego Del Rap","182.41261","392","5"
"U.S. Bombs","U.S. Bombs","214.85669","360","0"
"Vasco Rossi","Colpa Del Whisky (Andrea Paci Radio Edit)","233.53424","392","6"
"Bruce Springsteen","Streets Of Philadelphia","195.7873","416","40"
"Usher","Hey Daddy (Daddy's Home)","224.10404","360","1"
"Martin Orford","Grand Designs","597.55057","392","7"
"Curtis Stigers","Columbus Avenue","259.49995","416","42"
"ManÃÂ¡","Mariposa traicionera","262.81751","360","2"
"Mariah Carey","Obsessed","242.18077","397","0"
"Jack Johnson","Bubble Toes","236.93016","416","43"
"Bill Withers","Make Love To Your Mind","383.73832","360","3"
"Postal Service","Natural Anthem (Album)","307.53914","397","1"
"Sara Bareilles","Love On The Rocks","253.02159","416","44"
"Gillian Welch","Pass You By","237.26975","392","8"
"M83","Gone","367.5424","360","4"
"Okkervil River","Unless It's Kicks","278.54322","397","2"
"1200 Mics","DNA","483.39546","392","9"
"Chasen","Crazy Beautiful","166.16444","416","46"
"Jonas Steur","Sonrisa","481.38404","416","47"
"Franz Ferdinand","Call Me","204.14649","392","10"
"Recycler","Kromozom Bankal (Linathaleyco Mix)","323.52608","392","11"
"Red Hot Chili Peppers","Pea (Album Version)","107.31057","431","1"
"Sunny Day Real Estate","Red Elephant","198.97424","431","2"
"Alice In Chains","Your Decision","282.30485","416","48"
"Bell Orchestre","Stripes","137.82159","392","12"
"Linkin Park","Bleed It Out [Live At Milton Keynes]","494.99383","425","1"
"Sam Cooke","Ain't Misbehavin","122.04363","431","3"
"Sunny Day Real Estate","Every Shining Time You Arrive (Album)","253.43955","392","13"
"Eminem","I'm Shady","212.00934","416","49"
